""	"GSE139948-GSM4141788-92017_Myeloid"	"GSE139948-GSM4141788-92017_Tumor"	"GSE139948-GSM4141789-92217_Myeloid"	"GSE139948-GSM4141789-92217_Stroma"	"GSE139948-GSM4141789-92217_Tumor"	"GSE139948-GSM4141790-92717_Myeloid"	"GSE139948-GSM4141790-92717_Stroma"	"GSE139948-GSM4141790-92717_Tumor"
"MTRNR2L1"	1	1.00141755444778	1	1	1.00134227253958	1	1	1.00075980771031
"RP11-76I14.1"	1	1.00303652975475	1	1	1.01845374187628	1.00294802018497	1	1.00682910943678
"ZNF350"	1.09229048337548	1.07788164291804	1.13020078765629	1.05221763352791	1.15588853875851	1.0754554318233	1.0374774866045	1.11492621155171
"RP13-941N14.1"	1	1.00364334727439	1.01112820232173	1	1.00536432181338	1.00294802018497	1	1.0030377005511
"STH"	1	1.04234865097974	1	1	1.00777413484126	1	1	1.006071333892
"ZNF253"	1	1.11425542728413	1.02220244700479	1.02625586580147	1.13261393868593	1.04960920141063	1.05599248002206	1.10209920083173
"C17ORF100"	1	1.1302319982136	1	1.05221763352791	1.05859420929761	1.01176917839321	1	1.08627710840531
"RP11-87C12.2"	1	1.00505862367247	1	1	1.0061678766761	1.00294802018497	1	1.00480781279261
"AP000462.3"	1	1.0008101399569	1.02220244700479	1	1.00053700467191	1	1	1
"RP11-359J14.2"	1.01875136121762	1.00040510628282	1	1	1	1	1	1
"KHDC1L"	1	1.0008101399569	1	1	1.00830930237886	1	1	1.0010130201976
"CTD-2555A7.2"	1	1.00242954967257	1	1	1.00375635838711	1	1	1
"RP11-180M15.3"	1	1.00101262958297	1	1	1	1	1	1
"HP"	1.01875136121762	1.01091254469551	1	1	1.0567605582664	1.00294802018497	1	1.03444279226382
"RP11-266O8.1"	1	1.00303652975475	1	1	1.00536432181338	1.00294802018497	1	1.00708164517897
"RP11-783K16.13"	1	1.00101262958297	1	1	1	1	1	1.00126620433271
"KIAA1147"	1.05580445098926	1.15847546515648	1.11961159828863	1.17805395916684	1.05518773563191	1.06687086859881	1.28515258099834	1.05258918110992
"LSM14A"	1.2503239472567	1.50828063398904	1.4776230636172	1.52495462683663	1.94487975358371	1.42575685703682	1.74165683103171	1.71495501885948
"NHLRC4"	1	1.00161998970034	1.02220244700479	1	1.0026837490186	1.00294802018497	1	1.00075980771031
"RP11-25I15.3"	1	1.00303652975475	1	1	1.00107388178088	1.00294802018497	1	1.00935320705415
"RP11-320M2.1"	1	1.00768465666746	1.01112820232173	1.02625586580147	1.0029519489639	1.00294802018497	1	1.00253170019808
"PWAR6"	1	1.13387521419201	1.02220244700479	1.12846853151883	1.11783152274527	1.01763107384719	1.07436485632772	1.08285592935769
"RP11-626P14.2"	1	1.00445218474564	1.01112820232173	1	1.00053700467191	1	1	1.0010130201976
"GATC"	1.09229048337548	1.21239715968736	1.05511221275439	1.07789884134369	1.14453040492291	1.07259729201013	1.14651581774123	1.11081903593267
"RP11-70F11.7"	1	1.00060763219248	1	1	1	1	1	1
"RP11-767I20.1"	1	1.00060763219248	1	1	1	1	1	1
"RP11-96H19.1"	1	1.00728084892725	1.02220244700479	1	1.01258612745487	1.00294802018497	1	1.006071333892
"RP11-317N8.3"	1	1.00121510107763	1	1	1	1	1	1.0010130201976
"ZBED6"	1.03735115003241	1.07337046943202	1.06598121821236	1.05221763352791	1.05387625690141	1.04672005470974	1.11069976356626	1.07722500506558
"RP11-631N16.2"	1	1.0357762376967	1.02220244700479	1.05221763352791	1.03438092374689	1.02055642009957	1.0374774866045	1.05926580190199
"FNTB"	1.03735115003241	1.0970104488889	1	1.2025019746915	1.12752625292959	1.04093113889517	1.0374774866045	1.09018119629581
"MIR3180-4"	1	1.00263189444058	1	1	1	1	1	1
"RP11-20E24.1"	1	1.00728084892725	1	1	1.00107388178088	1.00294802018497	1	1.0027847145035
"MIR3179-3"	1	1.00283422113236	1	1	1.00080545916369	1	1	1
"RP11-44N21.1"	1	1.00202480588026	1	1	1.00241551731118	1.00294802018497	1.0374774866045	1.00177248760041
"LINC00609"	1	1.00404780206645	1	1	1.00161063145588	1	1	1
"ZNF625"	1.01875136121762	1.05286614901636	1.02220244700479	1.02625586580147	1.07295293988919	1.02055642009957	1.07436485632772	1.07796021138305
"RP3-473L9.4"	1	1.00101262958297	1	1	1	1	1	1
"MIR4307HG"	1	1.00222718682142	1	1	1	1	1	1
"LINC01481"	1.01875136121762	1.00485649536668	1	1	1.00187895854587	1.00294802018497	1	1.00177248760041
"RP11-579D7.4"	1	1.01795770247971	1	1	1.00536432181338	1	1	1.0027847145035
"RP11-620J15.3"	2.05158924471482	14.5871315084248	1.37271908019549	1.52495462683663	1.46891581124669	1.10102952832652	1.18184317863834	1.29005586844816
"RP11-328J6.1"	1	1.00141755444778	1	1	1	1	1	1
"INAFM1"	1.16369854964191	1.2776625491726	1.13020078765629	1.45858582064407	1.75653369033027	1.17348590591442	1.16423882068994	1.88409859025924
"CNPY2"	1.2503239472567	2.2106221018155	1.58842672637066	1.89976080132143	2.27061783499645	1.51038008492095	1.78574648152645	1.83114128006366
"RP11-626P14.1"	1	1.00242954967257	1	1	1.0029519489639	1	1	1.0010130201976
"RP1-78O14.1"	1	1.00161998970034	1	1	1	1	1	1
"CUX1"	1.2503239472567	1.36734233459433	1.20314133429556	1.12846853151883	1.29481998109646	1.20626328539799	1.30201088788875	1.29050843859004
"P2RX5-TAX1BP3"	1	1.01131570976964	1	1	1	1	1	1
"RP11-756H6.1"	1	1.00526073398422	1	1.02625586580147	1.00214725382562	1	1	1.00126620433271
"RP11-384J4.2"	1	1.0080883927847	1	1	1.00080545916369	1	1	1.00126620433271
"MAP1LC3B2"	1.01875136121762	1.01554465822374	1	1	1.01845374187628	1.06113080574598	1.09259917994258	1.04390628639715
"RP11-493L12.4"	1.01875136121762	1.00909742008203	1.01112820232173	1	1.00964667149292	1.02931029382658	1	1.00531330559094
"CLEC5A"	1.31775050092097	1	1.41126402777071	1	1.00026851828939	2.20645814363225	1.01881503832228	1.00455502417415
"CHURC1"	1.38368245343411	1.70616160809162	1.54268778704566	1.77877216141762	1.58667562134416	1.45587178390364	1.60628655059936	1.62021676631913
"RP11-488C13.5"	1	1.03517783083334	1.01112820232173	1.05221763352791	1.0192527109401	1.0147020000494	1	1.02092830654746
"RP11-690J15.1"	1	1.00060763219248	1	1	1	1	1	1
"CTD-2314B22.1"	1	1.00060763219248	1	1	1	1	1	1
"C17ORF49"	1	1.01010600091652	1	1	1.0061678766761	1.00589220926999	1	1.00834390369076
"RTEL1"	1	1.00060763219248	1	1	1	1	1	1
"PPT2-EGFL8"	1	1.00101262958297	1	1	1.00080545916369	1.00294802018497	1	1.00050656685731
"MEG8"	1	1.00990432042628	1	1	1.0152550857933	1	1	1.00708164517897
"ZNF578"	1	1.0008101399569	1	1	1.00857683899653	1.00883258836946	1.01881503832228	1.0010130201976
"RP11-356O9.1"	1	1.00101262958297	1	1	1	1	1	1
"RP11-574F21.3"	1	1.00060763219248	1	1	1.00107388178088	1	1.01881503832228	1.00151936012914
"RP11-192H23.4"	1.01875136121762	1.0433428698245	1.03322383099053	1	1.03992980109972	1.06400255075905	1.01881503832228	1.02594285497412
"LINC00640"	1	1.0008101399569	1	1	1.00107388178088	1	1.01881503832228	1.00253170019808
"SPESP1"	1	1.00060763219248	1.01112820232173	1.10331196459953	1.00080545916369	1	1.07436485632772	1.00025329762505
"LINC00645"	1	1.00465434906001	1	1	1.00536432181338	1	1	1
"SPECC1L-ADORA2A"	1.01875136121762	1.00060763219248	1	1	1	1	1	1
"RP11-72M17.1"	1.03735115003241	1.00869386278578	1.03322383099053	1	1.00509640700835	1.00294802018497	1	1.00758663258381
"RP11-1070N10.3"	1	1.00121510107763	1	1	1	1	1	1.00075980771031
"RP11-260M19.1"	1	1.00768465666746	1	1	1	1	1	1
"AL161668.5"	1	1.00060763219248	1	1	1.00107388178088	1	1	1
"RP11-299L17.3"	1	1.0034410928189	1	1	1.00670342211612	1.00294802018497	1	1.03144635683999
"LINC00638"	1.01875136121762	1.00748276175361	1.01112820232173	1	1.00830930237886	1	1.01881503832228	1.00531330559094
"RP11-433J8.1"	1.01875136121762	1.02036821714236	1	1	1	1.00294802018497	1	1.00075980771031
"RP11-218E20.3"	1	1.00182240684219	1	1	1.03014434889807	1.00294802018497	1	1.02168118296658
"RP11-404P21.6"	1	1.00060763219248	1	1	1	1	1	1
"CTD-2341M24.1"	1	1.00202480588026	1.03322383099053	1.05221763352791	1.02749256939363	1.02347805892595	1.01881503832228	1.02268463632377
"LINC00637"	1	1.00182240684219	1	1	1	1	1	1
"LINC01579"	1.01875136121762	1.11425542728413	1.01112820232173	1	1.12574316154946	1.00294802018497	1.0374774866045	1.0994287144912
"CTD-2292M16.8"	1	1.00485649536668	1	1	1.00509640700835	1.00294802018497	1.01881503832228	1.00531330559094
"HIF1A-AS1"	1	1.00060763219248	1	1	1.00161063145588	1.00294802018497	1	1.00227865762141
"RP11-561B11.2"	1	1.00101262958297	1	1	1	1	1	1
"RP11-944C7.1"	1	1.00121510107763	1	1	1.00482846058479	1	1	1.00455502417415
"CTD-2555O16.1"	1	1.00101262958297	1	1	1.00241551731118	1	1	1.00151936012914
"CTD-3051D23.1"	1	1.00121510107763	1	1	1	1	1	1
"MC1R"	1	1.00546282630874	1.02220244700479	1	1.00804173433235	1.00589220926999	1	1.0065765456504
"RP11-259K15.2"	1	1.04374043993417	1.01112820232173	1.02625586580147	1.01098325684634	1	1	1
"CTD-2014B16.3"	1	1.00465434906001	1	1	1.00429247281848	1	1	1.00506057326043
"LINC01146"	1.11033200844589	1.00020256222097	1	1	1	1.04093113889517	1	1
"AC007040.11"	1	1.00909742008203	1	1	1.0059000566314	1	1	1.01086632499827
"CEP95"	1.01875136121762	1.16492072609533	1.04419341245728	1.15337922300414	1.13185143161104	1.0582556160516	1.01881503832228	1.12239858442081
"RP11-19E11.1"	1	1.00303652975475	1	1	1.00830930237886	1	1	1.01111841382899
"RP11-497E19.2"	1	1.00121510107763	1	1	1	1	1	1
"TUBB3"	1	1.00161998970034	1	1	1.00080545916369	1	1	1.00075980771031
"RP11-363J20.1"	1	1.00546282630874	1	1	1.00536432181338	1	1	1.00177248760041
"TMEM179"	1.03735115003241	1.09798243859941	1	1	1.02058371033518	1	1	1.02644371268611
"RP11-671J11.7"	1	1.00263189444058	1	1	1.00107388178088	1	1	1.00126620433271
"RP11-561B11.6"	1	1.00101262958297	1	1	1.00107388178088	1	1	1
"FPGT-TNNI3K"	1	1.01171880370488	1.01112820232173	1.02625586580147	1.01818735719283	1	1	1.00506057326043
"LINC00639"	1	1.00060763219248	1	1.02625586580147	1.00214725382562	1.00294802018497	1.01881503832228	1.00354358792657
"RP11-247L20.4"	1	1.00323882031465	1.01112820232173	1	1.00214725382562	1	1	1.00202558676
"SMIM6"	1	1.00060763219248	1	1	1	1	1	1
"LINC00648"	1	1.00566490065285	1	1	1.00080545916369	1	1	1
"LINC00924"	1	1.00101262958297	1.01112820232173	1.07789884134369	1.00375635838711	1	1.01881503832228	1.0030377005511
"RP6-65G23.3"	1	1.02618325244119	1	1	1.01578850467196	1.0147020000494	1	1
"ITGB3"	1	1.00141755444778	1	1.05221763352791	1.0059000566314	1.0147020000494	1	1.006071333892
"RP11-82L7.4"	1	1.00060763219248	1	1	1.00134227253958	1	1	1
"CTD-2555C10.3"	1	1.00242954967257	1	1	1.00161063145588	1.00589220926999	1	1.00126620433271
"RP11-624L4.2"	1.1282446733515	1	1	1	1	1.02055642009957	1	1.00025329762505
"ZHX1-C8ORF76"	1	1.0169525754379	1.02220244700479	1	1.01498832982463	1.00294802018497	1.01881503832228	1.01388955769691
"RP11-468E2.5"	1.01875136121762	1.00364334727439	1.02220244700479	1.10331196459953	1.00697114754307	1.00589220926999	1.01881503832228	1.00253170019808
"CTD-2184D3.6"	1	1.00101262958297	1	1	1.00107388178088	1	1	1.00075980771031
"RP11-624L4.1"	1	1.00060763219248	1	1	1	1	1	1
"RP11-346D14.1"	1	1.00283422113236	1	1.02625586580147	1.00937926043359	1	1.01881503832228	1.00075980771031
"LINC01314"	1	1.00990432042628	1	1	1.06042645532987	1	1	1.00227865762141
"RP11-307C19.2"	1	1.0792529497977	1	1	1.02350920829566	1	1	1.05184617790799
"THTPA"	1.05580445098926	1.264912019097	1.13020078765629	1.15337922300414	1.14453040492291	1.08400976598015	1.09259917994258	1.15539999691277
"RP11-16E12.1"	1	1.00829023400161	1.02220244700479	1	1.03808163475257	1	1	1.01086632499827
"RP11-227D13.4"	1	1.00060763219248	1	1	1	1.00294802018497	1	1.00050656685731
"MRPL46"	1.09229048337548	1.16870468914522	1.14074623609832	1.27456909225422	1.33076635256017	1.14863471163975	1.14651581774123	1.27712788771008
"RP11-210M15.2"	1	1.02117116184595	1.01112820232173	1.02625586580147	1.02934913265324	1.00589220926999	1	1.02017518426223
"UBE2Q2L"	1	1.00384558368795	1	1	1.00536432181338	1	1	1.01187451345158
"RP11-468E2.4"	1.07411605506518	1.02417971945136	1.02220244700479	1	1.08826197963687	1.03512793573272	1.11069976356626	1.0994287144912
"MIR1302-10"	1	1.00121510107763	1	1	1.0026837490186	1	1	1
"BLID"	1	1.00101262958297	1	1	1	1	1	1.00075980771031
"IQCH-AS1"	1.03735115003241	1.01614815705596	1.05511221275439	1.02625586580147	1.01872009571851	1.00883258836946	1.0374774866045	1.0239383404379
"LINC01220"	1.01875136121762	1.01735467900669	1	1	1.00429247281848	1.01176917839321	1	1.00329065835431
"RP11-227D13.1"	1	1.0008101399569	1	1	1.00161063145588	1	1	1.00126620433271
"CTD-3110H11.1"	1	1.0034410928189	1	1	1.00482846058479	1	1	1.0010130201976
"RP11-304L19.12"	1	1.00141755444778	1.01112820232173	1	1.00080545916369	1	1	1
"AC083843.1"	1	1.00384558368795	1	1	1.0059000566314	1.01176917839321	1	1.00354358792657
"RP11-284N8.3"	1	1.00950090594425	1	1	1.00456048252681	1	1	1
"SH3RF3-AS1"	1.01875136121762	1.00889565036652	1	1	1.00482846058479	1.02055642009957	1	1.00758663258381
"RP11-488L18.10"	1.03735115003241	1.02538204722681	1.09829883846091	1	1.02828842105732	1.07259729201013	1.14651581774123	1.02017518426223
"RP11-1100L3.8"	1	1.0008101399569	1	1	1	1	1	1
"RP11-410E4.1"	1	1.00182240684219	1	1	1.00536432181338	1	1	1.0055660097975
"RP11-407P15.2"	1	1.00707891818162	1	1	1	1	1	1
"RP11-2E11.5"	1	1.00101262958297	1	1	1.00161063145588	1	1	1.00126620433271
"RP11-48G14.2"	1	1.0080883927847	1	1	1.01285316333911	1	1.01881503832228	1.00455502417415
"RBM15B"	1.07411605506518	1.31235061672434	1.07680138183895	1.05221763352791	1.1651905542136	1.0754554318233	1.0374774866045	1.20390262229647
"RP11-121C2.2"	1	1.01030766358185	1	1	1.00723884146239	1	1	1.00329065835431
"TGFBR3L"	1	1.00323882031465	1.01112820232173	1	1.05125112904616	1.00294802018497	1.01881503832228	1.03843207360263
"RP13-20L14.1"	1	1.00242954967257	1	1	1.00107388178088	1	1	1.00126620433271
"RP11-490M8.1"	1	1.01775671223066	1.01112820232173	1.05221763352791	1.04072142733645	1.00589220926999	1.14651581774123	1.09651217767246
"HOXB7"	1.05580445098926	1.01393455112506	1.08757362490966	1.02625586580147	1.05728460219599	1.04093113889517	1.01881503832228	1.18986627849782
"NORAD"	1.26732876059361	1.50202652311776	1.45880020972245	1.39085176008092	1.43316157073491	1.27596937302068	1.63679368506625	1.50778525755774
"CTC-527H23.3"	1.01875136121762	1.0008101399569	1	1	1.00161063145588	1.01176917839321	1	1.0010130201976
"RP11-42I10.1"	1.01875136121762	1.00404780206645	1.02220244700479	1.02625586580147	1.00456048252681	1.02055642009957	1.11069976356626	1.0027847145035
"RP11-92G12.3"	1	1.02217444986776	1	1	1.02563451987872	1.00589220926999	1	1.0249408146434
"RP11-220I1.5"	1	1.00182240684219	1	1	1.0026837490186	1	1	1.00177248760041
"RP11-568N6.1"	1	1.01030766358185	1.01112820232173	1	1.00536432181338	1.02347805892595	1	1.0027847145035
"RP6-201G10.2"	1	1.0167514972578	1	1	1.00107388178088	1	1	1.006071333892
"RP11-923I11.3"	1	1.00060763219248	1	1	1.0026837490186	1	1	1
"CTD-2270L9.4"	1.01875136121762	1.02157252939689	1.07680138183895	1.07789884134369	1.0417765145272	1.05249483179234	1.07436485632772	1.02894638069089
"RP11-521O16.2"	1	1.0034410928189	1	1	1.00214725382562	1	1	1
"CTD-3126B10.4"	1	1.00060763219248	1	1	1	1	1	1
"RP11-756H20.1"	1	1.00060763219248	1	1	1.00080545916369	1	1	1
"RP11-83N9.5"	1	1.00242954967257	1.01112820232173	1	1.00187895854587	1.00294802018497	1	1.00177248760041
"RP11-424G14.1"	1	1.0008101399569	1	1	1.00509640700835	1	1	1
"RP11-347C12.10"	1	1.01554465822374	1.04419341245728	1	1.00830930237886	1.02639601025489	1	1.006071333892
"FRRS1L"	1	1.06648948334039	1	1	1.02802316747652	1.00294802018497	1	1.03843207360263
"RP11-274H24.1"	1	1.00182240684219	1	1	1	1	1.01881503832228	1.00050656685731
"RP5-1085F17.3"	1.01875136121762	1.04810929774216	1.07680138183895	1.02625586580147	1.0523015280499	1.03222092919547	1.01881503832228	1.04763142718651
"RP11-368I7.4"	1	1.00546282630874	1	1	1.00697114754307	1.00294802018497	1	1.0043022073917
"SNHG19"	1.01875136121762	1.10729425827779	1.08757362490966	1.17805395916684	1.29434092021773	1.04960920141063	1.11069976356626	1.17787751294324
"RP11-480A16.1"	1	1.01514223745316	1.01112820232173	1.02625586580147	1.00830930237886	1.00294802018497	1.01881503832228	1.00581868589341
"RP11-817O13.8"	1	1.00445218474564	1.01112820232173	1.02625586580147	1.00697114754307	1.0147020000494	1	1.00758663258381
"RP11-505K9.4"	1	1.00182240684219	1	1	1	1	1	1
"RP11-645C24.5"	1	1.00060763219248	1	1	1	1	1	1
"RP11-48B3.4"	1	1.02317730213459	1	1	1.0192527109401	1	1	1.01237844093924
"HSPB9"	1	1.00404780206645	1	1	1.00348825363216	1.00294802018497	1.01881503832228	1.00202558676
"RP11-111J6.2"	1	1.00263189444058	1	1	1.00429247281848	1.00294802018497	1	1.00177248760041
"RP11-533E19.5"	1	1.01835963028463	1.01112820232173	1.02625586580147	1.0040244314439	1.01176917839321	1	1.00404936243187
"CTD-2526A2.2"	1	1.00060763219248	1.01112820232173	1	1.00080545916369	1	1	1
"LINC00562"	1	1.01171880370488	1.01112820232173	1	1.00723884146239	1.00589220926999	1.01881503832228	1.00834390369076
"RP11-420N3.2"	1	1.0337809521743	1	1	1.00456048252681	1	1	1
"RP3-406A7.7"	1	1.0008101399569	1	1.05221763352791	1.00107388178088	1	1	1
"LA16C-444G7.2"	1	1.00485649536668	1	1	1.00375635838711	1	1	1.0030377005511
"RP1-155D22.2"	1	1.03298236054662	1.01112820232173	1.02625586580147	1.00697114754307	1.00294802018497	1	1.02343694038184
"RP13-735L24.1"	1	1.00950090594425	1	1	1.00241551731118	1	1	1
"SCX"	1	1.02978525596749	1.01112820232173	1	1.05833234527764	1.0147020000494	1.0374774866045	1.09432251964537
"LCMT1-AS1"	1	1.01030766358185	1	1.02625586580147	1.00482846058479	1.00294802018497	1	1.00404936243187
"RP11-523L20.1"	1	1.01312907303018	1	1	1.01098325684634	1	1	1
"NBAT1"	1	1.06885088693117	1	1	1.00937926043359	1.00294802018497	1	1.00632395380657
"C16ORF95"	1	1.00425000241673	1	1	1.01071600238266	1.00589220926999	1	1.00783908427295
"RP11-284F21.8"	1	1.00748276175361	1	1	1	1.00294802018497	1	1.00126620433271
"RP4-561L24.3"	1	1.00182240684219	1	1	1.0029519489639	1	1	1.0027847145035
"LINC01290"	1	1.00182240684219	1	1	1.00161063145588	1	1	1
"C15ORF59-AS1"	1	1.00222718682142	1	1	1.00429247281848	1	1	1.00708164517897
"RP11-85A1.3"	1	1.00526073398422	1	1	1.00429247281848	1.00883258836946	1	1.00354358792657
"RP11-161M6.3"	1	1.00829023400161	1	1	1.00214725382562	1	1	1
"RP11-356C4.3"	1	1.00303652975475	1	1	1.00643566516573	1	1	1.00253170019808
"RP11-271M24.2"	1	1.00141755444778	1.01112820232173	1	1.00161063145588	1	1	1
"RP11-426C22.5"	1	1.010509308429	1.05511221275439	1.02625586580147	1.00750650388986	1.02055642009957	1	1.00506057326043
"FAM157C"	1	1.00788653367557	1.01112820232173	1	1.00643566516573	1.00294802018497	1	1.00884861124933
"RP13-516M14.1"	1	1.00465434906001	1	1	1.00964667149292	1.00294802018497	1.0374774866045	1.01237844093924
"RP11-21B23.3"	1	1.00202480588026	1	1	1	1	1	1
"CTD-2541J13.1"	1	1.04234865097974	1	1	1.03755331967971	1	1.01881503832228	1.01263036304396
"RP1-140K8.5"	1	1.01091254469551	1	1	1.00482846058479	1	1	1.00075980771031
"RP11-23E10.3"	1	1.00889565036652	1	1.02625586580147	1.01552181073729	1	1.01881503832228	1.0055660097975
"RP11-375I20.6"	1	1.00566490065285	1	1	1	1	1	1
"RP11-521O16.1"	1	1.00242954967257	1	1	1.00214725382562	1	1	1.00075980771031
"RP11-250B2.5"	1	1.00060763219248	1	1	1.00456048252681	1	1	1.00480781279261
"LA16C-385E7.1"	1	1.00101262958297	1	1	1.00134227253958	1.00294802018497	1	1.00151936012914
"AC004158.3"	1	1.23979099373967	1	1.10331196459953	1.09162233150374	1.00294802018497	1	1.10428201519502
"ANKRD20A1"	1	1.01171880370488	1	1	1.01632179957474	1	1	1.00682910943678
"RP11-744D14.2"	1	1.00141755444778	1	1	1.00161063145588	1	1	1.00126620433271
"RP11-255C15.3"	1	1.0008101399569	1	1	1.00080545916369	1	1	1.00126620433271
"RP11-403P17.3"	1	1.00647301836131	1.01112820232173	1.02625586580147	1.00857683899653	1.01763107384719	1	1.00985769121051
"MIR940"	1.01875136121762	1.00505862367247	1	1	1.00777413484126	1.00589220926999	1	1.00910092311437
"PKI55"	1	1.06570183441244	1	1.02625586580147	1.05518773563191	1.01176917839321	1	1.02844606283335
"RP11-61J19.5"	1.01875136121762	1.00869386278578	1.03322383099053	1.15337922300414	1.01845374187628	1.02055642009957	1	1.01388955769691
"RP11-161M6.2"	1.01875136121762	2.22954962151057	1.03322383099053	1.17805395916684	1.35175292299694	1.00589220926999	1.01881503832228	1.03967733272966
"RP11-434B12.1"	1	1.00242954967257	1	1	1.00429247281848	1	1	1.00151936012914
"RP11-715J22.4"	1	1.00060763219248	1	1	1	1	1	1
"LINC01229"	1	1.00060763219248	1	1	1	1	1	1
"AC009120.5"	1	1.0008101399569	1	1	1	1	1	1
"PRCAT47"	1	1.0008101399569	1	1	1.00429247281848	1	1	1.00151936012914
"XKR7"	1	1.00323882031465	1	1	1.00134227253958	1	1	1
"RP11-105C19.1"	1	1.00141755444778	1	1	1.00241551731118	1	1	1.00151936012914
"AC008088.4"	1	1.00283422113236	1	1	1.00080545916369	1	1	1
"LINC00565"	1	1.00141755444778	1.01112820232173	1	1.00080545916369	1	1	1
"RP11-196G11.2"	1.01875136121762	1.00202480588026	1	1	1.0040244314439	1.01763107384719	1	1.0055660097975
"LINC01254"	1	1.00121510107763	1	1	1	1	1	1
"CCPG1"	1.28423315635868	1.09662154624667	1.22362168092773	1.48085467939473	1.23284261401785	1.24668928246983	1.44966804182663	1.33920457028885
"AC137934.1"	1	1.00627101587079	1.01112820232173	1.02625586580147	1.0040244314439	1.00589220926999	1	1.00404936243187
"RP11-384P7.7"	1	1.01232331133917	1	1	1.00214725382562	1	1.01881503832228	1.00050656685731
"RP5-978I12.1"	1	1.00505862367247	1	1	1.00080545916369	1	1	1.0010130201976
"RP11-30L15.6"	1	1.00101262958297	1	1	1	1	1	1.00126620433271
"RP11-504A18.1"	1	1.00526073398422	1	1	1.0059000566314	1	1	1.0027847145035
"RP1-58B11.1"	1	1.0008101399569	1	1	1	1	1	1
"RP11-77H9.8"	1	1.00161998970034	1	1	1.00107388178088	1	1	1
"RP11-315A16.1"	1.01875136121762	1.17059463763485	1.02220244700479	1.07789884134369	1.10424738725593	1.02055642009957	1.01881503832228	1.1372777269511
"RP11-285A1.1"	1	1.0008101399569	1	1	1	1	1	1
"LINC01572"	1.01875136121762	1.01131570976964	1.01112820232173	1	1.00670342211612	1.00294802018497	1	1.0055660097975
"RP11-111K18.2"	1	1.00263189444058	1.01112820232173	1	1.00187895854587	1	1	1
"RP11-744K17.1"	1	1.0008101399569	1	1	1	1	1	1
"SULT1A3"	1.01875136121762	1.01453847384173	1	1	1.01712150974231	1.01176917839321	1.0374774866045	1.01791433878244
"RP11-1000B6.3"	1.05580445098926	1.00020256222097	1.16170892444281	1.10331196459953	1.06826313258984	1.07259729201013	1.09259917994258	1.07108961725
"RP11-252A24.3"	1	1.01353184750057	1	1	1.01125048003771	1.00294802018497	1	1.00581868589341
"KB-1460A1.5"	1.01875136121762	1.01433718395668	1	1.05221763352791	1.0139209953955	1	1	1.01212649107945
"RP11-819C21.1"	1.01875136121762	1.03078482261348	1.02220244700479	1.05221763352791	1.02855364435068	1.02639601025489	1.05599248002206	1.02544188899313
"TMEM178B"	1.01875136121762	1.1238919147796	1	1	1.1381987339699	1.00589220926999	1	1.03244559633586
"RP11-496D24.2"	1	1.00182240684219	1	1.05221763352791	1.00456048252681	1	1	1.00075980771031
"RP11-795F19.1"	1	1.00667500290543	1	1.02625586580147	1.00697114754307	1.00294802018497	1	1.00758663258381
"RP4-798A10.7"	1	1.05385596187066	1	1.02625586580147	1.0165884005735	1.00294802018497	1	1.00809150797086
"RP11-697E2.6"	1	1.00141755444778	1	1	1.00322011716308	1.00294802018497	1	1.00379648928129
"RP11-723O4.9"	1	1.00303652975475	1	1.02625586580147	1.00161063145588	1	1	1.00177248760041
"RP11-805I24.1"	1	1.00060763219248	1	1	1	1	1	1
"RP11-1007O24.2"	1	1.00323882031465	1	1.02625586580147	1.00482846058479	1	1	1.00506057326043
"RP11-989E6.10"	1	1.00141755444778	1	1	1.00214725382562	1	1	1.0030377005511
"CLEC19A"	1.01875136121762	1.0008101399569	1	1	1	1.00294802018497	1	1.00050656685731
"RP11-629O1.2"	1	1.01956499262415	1.01112820232173	1	1.0211158949475	1.00589220926999	1.0374774866045	1.02343694038184
"ZNF865"	1.05580445098926	1.05385596187066	1.02220244700479	1.02625586580147	1.07815321740154	1.02931029382658	1.01881503832228	1.0619805678958
"CTD-2006K23.1"	1	1.0008101399569	1	1	1	1.00883258836946	1.01881503832228	1
"AC140912.1"	1	1.04294523263709	1	1	1.07217193633075	1	1	1.00910092311437
"BOP1"	1.07411605506518	1.52647065902616	1.01112820232173	1	1.21195874837832	1.08116165213642	1.14651581774123	1.18258539978919
"AC009120.10"	1	1.01252477837232	1	1	1	1	1.01881503832228	1.00910092311437
"RP11-308D13.3"	1	1.00283422113236	1	1	1.00107388178088	1	1	1
"LINC01355"	1.01875136121762	1.04691859178034	1.01112820232173	1	1.05466323077896	1.01176917839321	1.0374774866045	1.04738326704542
"RP11-65J3.14"	1	1.00121510107763	1	1	1	1	1	1
"CTD-2568A17.1"	1	1.00101262958297	1	1	1.00080545916369	1	1	1.00177248760041
"RP11-626G11.1"	1	1.00101262958297	1	1	1.00134227253958	1	1	1.00151936012914
"PECAM1"	1.19868048399362	1	1.13020078765629	1.07789884134369	1.00107388178088	1.16522827994085	3.58741960512106	1.01414131354425
"CTD-2012K14.6"	1	1.00141755444778	1	1	1.0026837490186	1	1.01881503832228	1.00177248760041
"RP11-378I6.1"	1	1.00161998970034	1	1	1	1	1	1
"RP11-268G13.1"	1	1.00242954967257	1	1	1	1	1	1
"RP11-1007O24.3"	1	1.00526073398422	1	1.05221763352791	1.00187895854587	1.0147020000494	1	1.00581868589341
