""	"GSE141982-GSM4217362-SF12199_Myeloid"	"GSE141982-GSM4217362-SF12199_Stroma"	"GSE141982-GSM4217362-SF12199_Tumor"	"GSE141982-GSM4217363-Mixing_Myeloid"	"GSE141982-GSM4217363-Mixing_Tumor"	"GSE141982-GSM4217364-SF10432_Tumor"
"SLC13A5"	1	1.00218135448674	1	1	1.00647595703539	1
"XAF1"	1.2422747387513	1.16645551194279	1.10001279909058	1.24646908930461	1.02304448386554	2.28175023371705
"FBXO39"	1.00129927747331	1.00871285297201	1.00838341789127	1	1	1
"TEKT1"	1.00778451225067	1.00327124373965	1.02505850162561	1.04887635582942	1.04222560070455	1
"ALOX12-AS1"	1.06281935578823	1.4845111795138	1.48755364964929	1.53475928419106	2.0254490473189	1
"RP11-589P10.7"	1.01812266031303	1.00327124373965	1.00977765240984	1	1	1
"ALOX12"	1.00389559646423	1.01197158709047	1.01256356856555	1.01231660345899	1.01569547085486	1
"RNASEK"	1.04376751328914	1.01739251574783	1.04023916132034	1	1	1
"C17orf49"	1.00389559646423	1.00218135448674	1.00279791825506	1	1	1
"BCL6B"	1	1.0228006875419	1	1	1	1
"SLC16A13"	1.01554249526236	1.00218135448674	1.00838341789127	1.03675333031978	1.05039831152339	1
"SLC16A11"	1.00129927747331	1.00436060909983	1.00139939171865	1	1	1
"ASGR2"	1.00648894627799	1	1	1	1	1
"ASGR1"	1	1.00109094026639	1.01256356856555	1.07293857303692	1.11391977542087	1
"DLG4"	1.03866102972652	1.03250365306683	1.11339667110104	1.22397403038808	1.23219824150327	1
"ACADVL"	1.29838897873965	1.34122849741764	1.32503062492804	1.3347232472572	1.38920078236723	1
"DVL2"	1.0526773651001	1.09828993940355	1.09867045287193	1.14374349220445	1.17328743454794	1
"PHF23"	1.07291868141741	1.06243669621152	1.08250515105928	1.06093766462863	1.03584938632091	1
"GABARAP"	1.16079353678209	1.05072236060337	1.07302590468013	1	1	1
"CTD-2545G14.7"	1.00259780902125	1	1.00279791825506	1	1	1
"CTDNEP1"	1.00778451225067	1.00327124373965	1.00139939171865	1.0245672202814	1.01753492548565	1
"RP1-4G17.5"	1	1.00327124373965	1.00419558188275	1.01231660345899	1.00185216343277	1
"ELP5"	1.16079353678209	1.10247377681585	1.18318478652123	1.12036287475752	1.10507166259693	1
"CLDN7"	1.00389559646423	1	1	1.04887635582942	1.00185216343277	1
"SLC2A4"	1.00129927747331	1.00436060909983	1.00419558188275	1.01231660345899	1.01016823107769	1
"EIF5A"	1.44860497901994	1.26553230578013	1.61661768626806	1.0245672202814	1.02854093796363	1.69650651360854
"GPS2"	1.07543693529569	1.05178968287242	1.09463904884296	1.03675333031978	1.04586140649472	1
"NEURL4"	1.00259780902125	1.00436060909983	1.00559238486473	1.0245672202814	1.03858417128037	1
"ACAP1"	1.00907934132232	1.01955730813355	1.01673609361529	1.04887635582942	1.03311140126409	1
"KCTD11"	1.01812266031303	1.01305679953701	1.01534609557155	1.04887635582942	1.00647595703539	1
"TNK1"	1	1	1.00698832945351	1	1.00370281224176	1
"TMEM256-PLSCR3.1"	1.00389559646423	1.01522568228938	1.02090105193616	1.08488034860994	1.13678090158926	1
"TMEM256"	1.02713055789197	1.01955730813355	1.01812525091795	1	1	1
"NLGN2"	1.00389559646423	1.1305336004864	1.17798222782724	1.20129442809423	1.39640141903999	1
"TMEM102"	1.02969781901417	1.00218135448674	1.01117103523079	1	1	1
"FGF11"	1	1.00109094026639	1.03335110360096	1.01231660345899	1.06395735436962	1
"CHRNB1"	1.01554249526236	1.03142754400215	1.06759252231523	1.03675333031978	1.0221271377469	1
"ZBTB4"	1.26813013733134	1.34888451896959	1.21290586964877	1.53475928419106	1.65616549729901	1.69650651360854
"POLR2A"	1.28329904067342	1.52367621975442	1.37528148192042	1.72383380714391	1.39799932773246	1
"RP11-186B7.7"	1.00129927747331	1.00109094026639	1.00139939171865	1	1.00832284223168	1
"SENP3"	1.00129927747331	1	1.00279791825506	1	1	1
"EIF4A1"	1.38961015366686	1.28708115014308	1.60301211920189	1.13207990498338	1.11745031318491	1
"CD68"	3.08508729421043	1.02603952019904	1.04298873326281	1.0245672202814	1.01661538234762	1
"AC113189.5"	1.00129927747331	1.01522568228938	1.04710708646294	1	1.01293351994626	1
"MPDU1"	1.14247987957865	1.12639617999344	1.1740736250742	1.23524422950165	1.15683578587642	1
"SOX15"	1.00129927747331	1.01305679953701	1.10805171417653	1.01231660345899	1.00924572337588	1
"FXR2"	1.07417813504782	1.19484377335427	1.1293639365701	1.17842365687943	1.18276551186469	1
"SHBG"	1.00259780902125	1.00327124373965	1.00838341789127	1	1.01661538234762	1
"SAT2"	1.39522258396724	1.23588268082651	1.43906174398658	1.42046447052973	1.46518483412259	1
"ATP1B2"	1.01425132412044	1.09200091557797	1.73140014759794	1.24646908930461	1.30804081971186	1
"TP53"	1.1326593274269	1.06349879644294	1.47579160371879	1.27987918855636	1.32935233024571	1.69650651360854
"WRAP53"	1.01941165768829	1.01955730813355	1.06214687057145	1.04887635582942	1.06395735436962	1
"EFNB3"	1.00129927747331	1.00218135448674	1.02920849999826	1.01231660345899	1.03402441950137	1
"DNAH2"	1.00778451225067	1.00871285297201	1.01395525461538	1.01231660345899	1.03493708098933	1
"KDM6B"	2.12972057924535	1.08990101064235	1.14127406225403	1.63548077858211	1.27744475139245	1
"TMEM88"	1.06155395592216	1.11082045013589	1.00279791825506	1.01231660345899	1.01569547085486	1
"NAA38"	1.49895797411656	1.43466859022307	1.8620843731591	1.42046447052973	1.59037268842766	1
"CYB5D1"	1.16322567782363	1.02063894147736	1.04023916132034	1.0245672202814	1.01845410089633	1
"CHD3"	1.05902115035695	1.06137412573425	1.21932425860267	1.37788917194655	1.46440241608553	1
"AC025335.1"	1.02841454309225	1.00762557251297	1.01951356964101	1	1.00370281224176	1
"KCNAB3"	1.00519264161487	1.00871285297201	1.02367351580096	1.01231660345899	1.05583117450736	1
"TRAPPC1"	1.4142306676301	1.20591472559955	1.29147373253637	1.01231660345899	1.00924572337588	1
"CNTROB"	1.0602878879467	1.04109474089284	1.07980055668602	1.27987918855636	1.21610299701191	1
"GUCY2D"	1.01812266031303	1.00436060909983	1.00279791825506	1.01231660345899	1.00555195168802	1
"ALOX15B"	1.3214540202435	1.00109094026639	1.00139939171865	1.63548077858211	1.01293351994626	1
"RP11-599B13.3"	1.00389559646423	1	1.00139939171865	1	1	1
"ALOX12B"	1.00129927747331	1.00762557251297	1	1	1.00832284223168	1
"ALOXE3"	1.00129927747331	1.0108858592109	1.00139939171865	1	1.01385454028629	1
"HES7"	1.00259780902125	1.00109094026639	1.01673609361529	1.0245672202814	1.06485856568612	1
"PER1"	1.57311752091688	1.34601577062343	1.60414786506907	2.89504090618802	2.12669396481608	1
"RP11-599B13.6"	1.00129927747331	1.00653777242144	1.00419558188275	1	1	1
"TMEM107"	1.31570456884117	1.02711812537429	1.1267096944678	1.03675333031978	1.04313507792288	1
"RP11-599B13.7"	1	1.00871285297201	1.00838341789127	1	1.00277767683567	1
"BORCS6"	1.04631661026116	1.04323760788619	1.03886316842267	1	1.0073995870004	1
"AURKB"	1.00259780902125	1	1.07844713454016	1.01231660345899	1.00185216343277	1
"LINC00324"	1.04631661026116	1.04109474089284	1.06214687057145	1.01231660345899	1.00277767683567	1
"CTC1"	1.0552169047626	1.06137412573425	1.13598749920882	1.17842365687943	1.2135530318146	1
"PFAS"	1.02584586174072	1.03894991955426	1.07166870291792	1.0967642126882	1.08102316820095	1
"RP11-849F2.9"	1	1.00436060909983	1.00279791825506	1.01231660345899	1.01201212872307	1
"SLC25A35"	1.02456045295893	1.01197158709047	1.02367351580096	1.01231660345899	1.03037020010108	1
"RANGRF"	1.0526773651001	1.04751750903262	1.08385632681834	1.0245672202814	1.02762576668113	1
"ARHGEF15"	1	1.03142754400215	1.00139939171865	1	1.00277767683567	1
"RP11-849F2.4"	1.00129927747331	1	1.00139939171865	1	1	1
"RP11-849F2.5"	1.02713055789197	1.01630935466515	1.01673609361529	1.0245672202814	1.01201212872307	1
"NDEL1"	1.33520777918559	1.2625812628528	1.3213207814629	1.32383528361605	1.43768882433554	1
"MYH10"	1.01812266031303	1.12639617999344	1.78266416789838	1.80071736598272	2.29493854436485	1
"CCDC42"	1	1.00218135448674	1.00419558188275	1.01231660345899	1.00185216343277	1
"PIK3R6"	1.09798522761319	1.00327124373965	1.00419558188275	1.12036287475752	1.01477519037814	1
"PIK3R5"	2.96646789115795	1.0108858592109	1.02782599162528	3.68290511467643	1.09352198900062	1
"CTB-41I6.1"	1.00519264161487	1	1.00139939171865	1	1	1
"CTB-41I6.2"	1.08924102298423	1.00109094026639	1.00139939171865	1.0245672202814	1.00185216343277	1
"NTN1"	1.01295942491089	1.04109474089284	1.44620288661607	2.05025991187904	3.20806167005595	2.28175023371705
"RP11-85B7.2"	1	1	1.00698832945351	1	1.01109036597983	1
"STX8"	1.9534615544136	1.88740497393583	1.96293827759122	2.70716476477548	2.68717703998279	2.28175023371705
"RP11-85B7.4"	1.06787430404907	1.05711912356233	1.13863213897806	1	1.04495298024294	1
"AC087501.1"	1.01683294008092	1.01414149759104	1.00977765240984	1	1.00462757030768	1
"CFAP52"	1.06408408904387	1.01305679953701	1.02782599162528	1.01231660345899	1.08638759831583	1
"USP43"	1.00519264161487	1.00218135448674	1.04161434893261	1.23524422950165	1.373944854388	1.69650651360854
"RP11-477N12.6"	1.00129927747331	1.00218135448674	1.00139939171865	1	1.01201212872307	1
"DHRS7C"	1.00389559646423	1	1.00139939171865	1	1	1
"GSG1L2"	1.00129927747331	1.00109094026639	1	1	1.00370281224176	1
"GLP2R"	1.01166679588203	1	1.00139939171865	1.0245672202814	1.01477519037814	1
"GAS7"	2.38267870988636	2.63354252516317	1.38499152553818	2.07714429016712	1.63610399106111	2.80635343352764
"RP11-401O9.4"	1.00259780902125	1.00327124373965	1.00838341789127	1.01231660345899	1.00462757030768	1
"MYH13"	1.00129927747331	1.00871285297201	1.01395525461538	1.0245672202814	1.02854093796363	1
"MYHAS"	1.00259780902125	1.00109094026639	1.00559238486473	1	1	1
"MYH4"	1.00259780902125	1.00109094026639	1.00139939171865	1	1	1
"MYH3"	1.00519264161487	1.03787677362827	1.02228769994538	1.07293857303692	1.14464697725147	1
"SCO1"	1.10918269998028	1.10560704715411	1.13995343943531	1.1553546593979	1.16637295069908	1
"ADPRM"	1.04249193099132	1.02172006760967	1.07166870291792	1.04887635582942	1.0404055912636	1
"TMEM220"	1.15470328566572	1.02711812537429	1.09598357942881	1.10859134277501	1.01937290920513	1
"TMEM220-AS1"	1.04376751328914	1.00871285297201	1.13863213897806	1.08488034860994	1.02487808470975	1
"CTC-297N7.9"	1.00389559646423	1.00218135448674	1.01395525461538	1	1.00555195168802	1
"LINC00675"	1	1.00109094026639	1.00977765240984	1.01231660345899	1.00277767683567	1
"PIRT"	1.00129927747331	1.00109094026639	1.04710708646294	1	1.00277767683567	1
"RP11-963H4.3"	1.00259780902125	1.00218135448674	1.02228769994538	1	1.00462757030768	1
"SHISA6"	1.02584586174072	1.04216641820885	1.39346315460595	1.16691439547401	1.37313983698516	1
"DNAH9"	1.01425132412044	1.11706227357035	1.25626120274968	1.12036287475752	1.17846147894761	1
"RP11-1096G20.5"	1.00907934132232	1.04109474089284	1.0319710539151	1.0245672202814	1.06935957015475	1
"ZNF18"	1.03866102972652	1.05924757048724	1.05941940661413	1.07293857303692	1.08817313610593	1
"MAP2K4"	1.33406403401962	2.10754005955881	1.7182038535586	1.93189445714645	2.00370617028637	1.69650651360854
"LINC00670"	1.00389559646423	1.01414149759104	1.00698832945351	1	1.00462757030768	1
"MYOCD"	1.00259780902125	1.07303668253165	1.00279791825506	1.01231660345899	1.01109036597983	1
"AC005358.3"	1.00129927747331	1.01522568228938	1.00139939171865	1	1.00370281224176	1
"ARHGAP44"	1.00519264161487	1.05498877777205	1.01812525091795	1.23524422950165	1.31379356840451	1
"ELAC2"	1.06534815718211	1.07726370580612	1.09463904884296	1.12036287475752	1.13064614863194	1
"HS3ST3A1"	1.00129927747331	1.00109094026639	1.052587098126	1	1.01293351994626	1.69650651360854
"AC005304.1"	1.00259780902125	1.00109094026639	1.01395525461538	1	1.01753492548565	1
"RP11-131K5.1"	1.00778451225067	1.00979961485408	1.02228769994538	1.07293857303692	1.03402441950137	1
"COX10"	1.10669871173527	1.10560704715411	1.15706921250848	1.23524422950165	1.1836254862365	1
"AC005224.2"	1.00259780902125	1.00436060909983	1.01534609557155	1	1.00924572337588	1
"HS3ST3B1"	1.01166679588203	1.01197158709047	1.06487123749783	1.01231660345899	1.01753492548565	1
"AC022816.2"	1.00129927747331	1	1.00838341789127	1	1	1
"PMP22"	1.08297609606478	3.10251356858701	1.54113977241127	1.12036287475752	1.22204373532009	1.69650651360854
"TEKT3"	1.00129927747331	1.00544945163811	1.00419558188275	1.01231660345899	1.00462757030768	1
"RP11-849N15.4"	1.00129927747331	1.00871285297201	1.00419558188275	1	1.00832284223168	1
"RP11-385D13.1"	1.00129927747331	1.00979961485408	1	1.01231660345899	1.0073995870004	1
"TRIM16"	1.02584586174072	1.04002257499134	1.08385632681834	1.14374349220445	1.27910684353864	1.69650651360854
"TBC1D26"	1	1.01197158709047	1.01117103523079	1.0245672202814	1.0221271377469	1
"CTD-3157E16.2"	1.00129927747331	1.01197158709047	1.00559238486473	1	1	1
"ADORA2B"	1.00648894627799	1.00871285297201	1.01534609557155	1	1.02029135103565	1
"ZSWIM7"	1.20183991494613	1.19988162938861	1.3126464830059	1.53475928419106	1.48079460676931	1
"TTC19"	1.32604561901739	1.47901001630824	1.65041236936222	1.55513300851929	1.54252249611888	1
"CTC-529I10.1"	1.00259780902125	1.00436060909983	1.00559238486473	1	1.01293351994626	1
"NCOR1"	1.72620613978788	2.22380391570597	2.2224172930187	2.46383224063607	2.62948334797879	2.28175023371705
"PIGL"	1.16565556972282	1.36128471807	1.25499556784967	1.77205945162507	1.87377248805089	1.69650651360854
"CENPV"	1.01554249526236	1.11810107567196	1.01395525461538	1.03675333031978	1.04949162545361	1
"UBB"	2.53539740125957	4.34760172190631	2.84253112274291	1.08488034860994	1.13502961351776	1
"RP11-138I1.4"	1.00129927747331	1.00327124373965	1.00139939171865	1	1	1
"RP11-138I1.2"	1.00648894627799	1.00109094026639	1	1	1	1
"TRPV2"	1.14737615706887	1.02172006760967	1.00279791825506	1.10859134277501	1.01016823107769	1
"LRRC75A"	1.08673697127127	1.04430831086847	1.17798222782724	1.0967642126882	1.05039831152339	1
"ZNF287"	1.01166679588203	1.04537852809604	1.06214687057145	1.08488034860994	1.08817313610593	1
"ZNF624"	1.02713055789197	1.0740941285019	1.052587098126	1.0245672202814	1.06485856568612	1
"RP11-219A15.1"	1.3738416203101	1.65697662590536	1.36554099292396	1.44154106081322	1.46909415420082	1.69650651360854
"RP11-92B11.3"	1	1	1.00419558188275	1	1	1
"TNFRSF13B"	1	1.00109094026639	1.00139939171865	1	1	1
"AC104024.2"	1.00519264161487	1	1	1	1	1
"MPRIP"	1.72416435127248	1.72957662097989	1.61208814837861	2.31261929779008	2.41478723473908	1
"MPRIP-AS1"	1.07039780821608	1.01630935466515	1.03886316842267	1.0245672202814	1.00277767683567	1
"RP11-45M22.3"	1.00389559646423	1.00979961485408	1.01534609557155	1.01231660345899	1.01661538234762	1
"PLD6"	1.00259780902125	1.02063894147736	1.01812525091795	1.01231660345899	1.0221271377469	1
"RP11-45M22.4"	1.00389559646423	1.02063894147736	1.02090105193616	1.07293857303692	1.02579434066217	1
"COPS3"	1.19344047504038	1.27044395450349	1.2688866950042	1.16691439547401	1.15857239843909	1
"NT5M"	1.05140657788323	1.0292738331273	1.08385632681834	1.16691439547401	1.20418277471215	1
"MED9"	1.02327432986	1.0464482605061	1.08790538942184	1.1553546593979	1.1594402726693	1
"RASD1"	1.01037343527472	1.01305679953701	1.27894717228084	1.10859134277501	1.14551950729371	1
"PEMT"	1.03738267249749	1.06668228449785	1.1935596645004	1.06093766462863	1.33913748252161	1
"RP11-524F11.2"	1.00129927747331	1.00218135448674	1.00559238486473	1.03675333031978	1.05763937902177	1
"RAI1"	1.06534815718211	1.1511212265808	1.16362238164934	1.60555947882372	2.26535040332363	1.69650651360854
"RAI1-AS1"	1.00129927747331	1.00109094026639	1.00838341789127	1.01231660345899	1.01109036597983	1
"SMCR5"	1.01037343527472	1.02603952019904	1.05532237078803	1.04887635582942	1.11745031318491	1.69650651360854
"SREBF1"	1.15957662005625	1.71757146801858	1.10537495284449	1.55513300851929	1.38198358484684	1.69650651360854
"TOM1L2"	1.19103582851329	1.86676179674618	1.56188416487857	2.05923862209241	2.72236369984479	2.80635343352764
"RP1-253P7.4"	1.00129927747331	1.00218135448674	1.00139939171865	1	1.00370281224176	1
"DRC3"	1.01683294008092	1.01955730813355	1.07980055668602	1.03675333031978	1.08728052947079	1
"ATPAF2"	1.14247987957865	1.11913945069208	1.13334013101051	1.14374349220445	1.22119584222079	1
"GID4"	1.05394747354608	1.06562158970546	1.06487123749783	1.16691439547401	1.12449662432034	1
"DRG2"	1.08548398727924	1.0740941285019	1.09598357942881	1.08488034860994	1.12185655432183	1
"MYO15A"	1.01683294008092	1.00979961485408	1.00559238486473	1.01231660345899	1.04222560070455	1
"RP11-258F1.1"	1.00389559646423	1.00327124373965	1.00139939171865	1.01231660345899	1.01201212872307	1
"ALKBH5"	1.16322567782363	1.47074123927316	1.30394673362419	1.26878583548278	1.29071486292662	1
"LLGL1"	1.00907934132232	1.19585209584698	1.04161434893261	1.07293857303692	1.05763937902177	1
"FLII"	1.26344662077836	1.13878841025948	1.10269531887438	1.07293857303692	1.14987775420508	1
"MIEF2"	1.01037343527472	1.03250365306683	1.02644265953249	1.04887635582942	1.05492655804993	1
"RP1-178F10.1"	1	1.00218135448674	1.00139939171865	1	1.00555195168802	1
"TOP3A"	1.07417813504782	1.09828993940355	1.26258093529772	1.39924851144253	1.45185842511016	1
"SMCR8"	1.08297609606478	1.05605418847646	1.03748636822744	1.0245672202814	1.04676948357162	1
"SHMT1"	1.22925745994173	1.19282599725399	1.1160648925205	1.51426511515079	1.21185173659235	1
"FLJ35934"	1.00648894627799	1.00436060909983	1.00698832945351	1	1.0073995870004	1
"LGALS9C"	1.00389559646423	1	1	1	1	1
"FAM106A"	1.00519264161487	1.0228006875419	1.01534609557155	1.03675333031978	1.05402159805322	1.69650651360854
"TBC1D28"	1	1.00327124373965	1.00419558188275	1	1.00370281224176	1
"ZNF286B"	1.02456045295893	1.0740941285019	1.15575660769888	1.08488034860994	1.13765609782043	1
"TRIM16L"	1.01941165768829	1.12328869485913	1.0635094402279	1.18988336910337	1.17673791681959	1
"FBXW10"	1.00129927747331	1.00653777242144	1.00559238486473	1.01231660345899	1.0221271377469	1
"TVP23B"	1.0602878879467	1.09095118678067	1.11072561594032	1.08488034860994	1.19135285752113	1
"CTD-2145A24.5"	1	1.00544945163811	1	1	1	1
"PRPSAP2"	1.15470328566572	1.47441878543635	1.38741432657347	1.38858702293417	1.50407375388494	2.80635343352764
"SLC5A10"	1.00259780902125	1.00544945163811	1.01117103523079	1	1	1
"FAM83G"	1.00259780902125	1.00218135448674	1	1	1.00277767683567	1
"GRAP"	1.02584586174072	1.01197158709047	1.00139939171865	1	1.00832284223168	1
"RP11-160E2.19"	1.00129927747331	1.00327124373965	1	1	1	1
"RP11-160E2.6"	1.86758917458178	1.15419528815264	1.70164509727955	1.03675333031978	1.02120942700961	1
"GRAPL"	1.06787430404907	1.07515111380253	1.01951356964101	1.21265770159277	1.03676133608726	1
"EPN2"	1.2375481999579	2.311143970389	2.59436161297979	2.87959397786463	4.01749800758601	4.98464641799859
"EPN2-AS1"	1.01037343527472	1.05178968287242	1.07844713454016	1.03675333031978	1.03949505788086	1
"RP11-135L13.4"	1	1.00436060909983	1.00838341789127	1	1.01016823107769	1
"B9D1"	1.01037343527472	1.04537852809604	1.1093890216917	1.20129442809423	1.30145250269515	1
"MAPK7"	1.02969781901417	1.0292738331273	1.05805450855081	1.01231660345899	1.01937290920513	1
"MFAP4"	1.00389559646423	1.03357926585302	1.07302590468013	1	1	1
"RNF112"	1	1.00653777242144	1.01951356964101	1.14374349220445	1.22712563832734	1
"AC004448.5"	1.52924334968489	1.0846433912883	1.38135380132758	1.03675333031978	1.02854093796363	1
"SLC47A1"	1.94669261900844	1.19585209584698	1.48050138477135	1.16691439547401	1.03493708098933	1
"RP11-1113L8.1"	1.01554249526236	1.00218135448674	1.02644265953249	1.01231660345899	1.01385454028629	1
"ALDH3A2"	1.08924102298423	1.28219778775393	1.28897273654486	1.18988336910337	1.20844596934656	1
"SLC47A2"	1.00259780902125	1.00544945163811	1.01812525091795	1.01231660345899	1.0073995870004	1
"ULK2"	1.27280600888937	1.58738916826724	1.26005472640802	1.67500326774319	1.63759375247544	1.69650651360854
"RP11-78O7.2"	1.00778451225067	1.00653777242144	1.00698832945351	1.0245672202814	1.00185216343277	1
"AKAP10"	1.43866286765717	1.50004908675179	1.55498299128789	2.1038754970133	1.95577468181036	1
"RP11-209D14.2"	1.00129927747331	1.00436060909983	1.00139939171865	1	1	1
"SPECC1"	1.593266292168	1.56687569750038	2.05646377739602	2.03225002354846	1.81797532569955	1.69650651360854
"AC004702.2"	1.00648894627799	1.05178968287242	1.03748636822744	1.01231660345899	1.04404420424372	1
"CCDC144NL"	1.01037343527472	1.03142754400215	1.052587098126	1.01231660345899	1.01661538234762	1
"RP11-344E13.4"	1	1.00218135448674	1.02228769994538	1	1	1
"CCDC144NL-AS1"	1.05013511034789	1.08042916003645	1.22700664111467	1.01231660345899	1.04586140649472	1
"USP22"	1.47715881670714	1.59360910639679	1.75547855104837	1.71411712317911	1.68569025728747	2.80635343352764
"LINC01563"	1.00129927747331	1.04002257499134	1.08250515105928	1.03675333031978	1.01753492548565	1
"DHRS7B"	1.22094189128887	1.21293649585027	1.34596702588171	1.3347232472572	1.34726765598467	1
"TMEM11"	1.07417813504782	1.0846433912883	1.18708006792625	1.04887635582942	1.08549434213799	1.69650651360854
"AC087294.2"	1.00907934132232	1.02496041283401	1.04298873326281	1.03675333031978	1.16896800335635	1
"NATD1"	1.01683294008092	1.02172006760967	1.03059018673633	1	1.01845410089633	1
"MAP2K3"	1.30994397340306	1.05711912356233	1.07980055668602	1.32383528361605	1.08370685269442	1
"KCNJ12"	1	1.00544945163811	1	1	1.00924572337588	1
"C17orf51"	1.01683294008092	1.10247377681585	1.12272313193731	1.03675333031978	1.06846004109138	1
"RP11-822E23.2"	1	1	1.00419558188275	1	1	1
"MTRNR2L1"	1.00129927747331	1.00436060909983	1.00698832945351	1.01231660345899	1.01109036597983	1
"WSB1"	2.59534866332767	3.01604233909964	2.36586975238002	3.32848571371702	3.38454935128717	2.80635343352764
"RP11-173M1.4"	1.00648894627799	1.01305679953701	1.01117103523079	1.06093766462863	1.05492655804993	1
"KSR1"	1.26344662077836	1.32682101305429	1.22956270405376	1.6155604730968	1.7084153028725	2.28175023371705
"LGALS9"	2.22001907141233	1.04109474089284	1.03610875871358	1.26878583548278	1.02396146598171	1
"NOS2"	1	1.00871285297201	1.08385632681834	1	1.01016823107769	1
"RP1-66C13.4"	1.01166679588203	1.05924757048724	1.03610875871358	1.13207990498338	1.15161900592475	1.69650651360854
"RP11-138P22.1"	1.00259780902125	1.00436060909983	1.01117103523079	1	1.01293351994626	1
"LYRM9"	1	1.00653777242144	1	1	1	1
"RP11-218F4.1"	1.00259780902125	1.04002257499134	1.00698832945351	1.01231660345899	1.00647595703539	1
"NLK"	1.60171627173002	2.73852897223783	1.65377494588165	2.014169199197	1.90035050810102	3.74487773319616
"TMEM97"	1.02069993392901	1.01414149759104	1.18058477585392	1.04887635582942	1.01661538234762	1
"IFT20"	1.14737615706887	1.13878841025948	1.21033430253805	1.13207990498338	1.12889065559165	1
"TNFAIP1"	1.0526773651001	1.10665059710963	1.08925359453305	1.07293857303692	1.0702587643686	1
"POLDIP2"	1.11909415398952	1.11913945069208	1.19873214879762	1.0967642126882	1.16896800335635	1
"TMEM199"	1.07920943012779	1.09305019784469	1.11072561594032	1.03675333031978	1.06034912306594	1
"CTB-96E2.2"	1.00129927747331	1	1.00279791825506	1.01231660345899	1.00277767683567	1
"SARM1"	1.06661156169008	1.17052957910862	1.36188037682664	1.44154106081322	1.92676497451314	1
"SLC46A1"	1.04376751328914	1.07197877503549	1.03335110360096	1.04887635582942	1.02396146598171	1
"CTD-2350C19.2"	1.00648894627799	1.00544945163811	1.01673609361529	1	1	1
"RP11-192H23.4"	1.05394747354608	1.03035093768233	1.09060106131533	1.17842365687943	1.13240043586449	1
"RP11-192H23.5"	1.00129927747331	1.00109094026639	1.00279791825506	1	1	1
"RP11-192H23.6"	1.01941165768829	1.01522568228938	1.02367351580096	1.0245672202814	1.02029135103565	1
"KIAA0100"	1.19824334724133	1.19786761271181	1.18448384363009	1.36715442434888	1.4043828985313	1
"SDF2"	1.14615295613308	1.18575184078438	1.26258093529772	1.13207990498338	1.08638759831583	1.69650651360854
"SUPT6H"	1.30186024128086	1.30459386842841	1.37406559410807	1.6155604730968	1.66134906255505	1.69650651360854
"AC010761.13"	1.00129927747331	1.00218135448674	1.00139939171865	1	1	1
"PROCA1"	1.04631661026116	1.00218135448674	1.02920849999826	1.10859134277501	1.05492655804993	1
"RAB34"	1.12280093476393	1.04323760788619	1.10135442053683	1.01231660345899	1.0073995870004	1
"RPL23A"	5.17384307142945	2.5620326170359	4.20187459219041	1.30193936430519	1.2135530318146	1
"AC010761.8"	1	1	1.00419558188275	1	1	1
"TLCD1"	1.00129927747331	1.00436060909983	1.05395512727737	1.01231660345899	1.00370281224176	1
"NEK8"	1.00129927747331	1.01630935466515	1.04161434893261	1.01231660345899	1.03219802568285	1
"AC010761.6"	1	1.00327124373965	1.00559238486473	1	1.01937290920513	1
"TRAF4"	1.02584586174072	1.15419528815264	1.24230794885831	1.06093766462863	1.1836254862365	2.28175023371705
"FAM222B"	1.28795042779677	1.60601687492511	1.58593290121928	2.014169199197	2.19061761666497	4.58822456707887
"ERAL1"	1.06534815718211	1.0740941285019	1.12139288507281	1.06093766462863	1.06034912306594	1
"FLOT2"	1.17293183857695	1.10665059710963	1.19873214879762	1.24646908930461	1.25491177949011	1
"DHRS13"	1.00519264161487	1.01305679953701	1.04984867518782	1.03675333031978	1.03219802568285	1
"PHF12"	1.1326593274269	1.26159690328593	1.35332194116541	1.42046447052973	1.44399402241339	1.69650651360854
"RP11-20B24.5"	1.00389559646423	1.00871285297201	1.0319710539151	1	1	1
"PIPOX"	1.05394747354608	1.04002257499134	1.2051838954202	1.14374349220445	1.33913748252161	2.28175023371705
"SEZ6"	1.00389559646423	1.02711812537429	1.23339239477519	1.1553546593979	1.43137136080176	1
"RP11-321A17.6"	1.00259780902125	1.00762557251297	1	1.01231660345899	1.0073995870004	1
"MYO18A"	1.09049209347294	1.37268683050673	1.13201541999514	1.75283975468147	1.60693227561044	1
"RP11-321A17.4"	1.01683294008092	1.05818358393261	1.03059018673633	1.03675333031978	1.01293351994626	1
"CRYBA1"	1.00129927747331	1.00979961485408	1.00279791825506	1	1	1
"NUFIP2"	1.83791437481698	1.98111273046731	1.7357890194022	1.79118730388022	1.58584319159666	2.28175023371705
"RP11-296K13.4"	1.00129927747331	1.11082045013589	1.04984867518782	1.0245672202814	1.03858417128037	1
"RP11-802D6.1"	1.00129927747331	1.03787677362827	1.02090105193616	1.03675333031978	1.07654379243129	1
"TAOK1"	1.79299949827626	2.50999417302434	2.36012998201955	2.63521717610457	2.66200419790423	1.69650651360854
"ABHD15"	1.09174252888616	1.01197158709047	1.01812525091795	1.04887635582942	1.01109036597983	1
